Gene,Description,BLAST_hit
Bo3g034610,Nematode resistance protein-like HSPRO2 (AKINbetagamma-interacting protein 2) (Ortholog of sugar beet HS1 PRO-1 protein 2) (Protein Hs1pro-2),HSPRO2 At2g40000 T28M21.16
Bo3g034880,Eukaryotic translation initiation factor 2 subunit alpha homolog,At2g40290
Bo3g035030,Precursor of CEP15 (PCEP15) [Cleaved into: C-terminally encoded peptide 15 (CEP15)],CEP15 At2g40530 T2P4.12
Bo3g035270,,
Bo3g035400,Calmodulin-2 (CaM-2),CAM2 ATCAL5 CAL1 At2g41110 T3K9.12
Bo3g035430,Sigma factor binding protein 2 chloroplastic (Sigma factor binding protein II) (VQ motif-containing protein 16) (AtVQ16),SIB2 VQ16 At2g41180 T3K9.5
Bo3g035620,,
Bo3g036230,Mitogen-activated protein kinase 20 (AtMPK20) (MAP kinase 20) (EC 2.7.11.24),MPK20 At2g42880 F7D19.12
Bo3g036530,Calmodulin-like protein 5 (Protein MULTICOPY SUPPRESSORS OF SNF4 DEFICIENCY IN YEAST 3),CML5 MSS3 At2g43290 F14B2.33 T1O24.3
Bo3g036790,Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1),RTM1 JAL1 At1g05760 T20M3.2
Bo3g036850,Mitogen-activated protein kinase 6 (AtMPK6) (MAP kinase 6) (EC 2.7.11.24),MPK6 At2g43790 F18O19.10
Bo3g036890,UDP-glycosyltransferase 74F2 (EC 2.4.1.-) (AtSGT1) (Salicylic acid glucosyltransferase 1),UGT74F2 GT SAGT1 SGT1 At2g43820 F18O19.7
Bo3g037580,Vesicle-associated protein 1-2 (Plant VAP homolog 12) (AtPVA12) (VAMP-associated protein 1-2) [Cleaved into: Vesicle-associated protein 1-2 N-terminally processed],PVA12 VAP12 At2g45140 T14P1.5
Bo3g039020,,
Bo3g039190,Methionine aminopeptidase 2B (MAP 2B) (MetAP 2B) (EC 3.4.11.18) (Peptidase M),MAP2B At3g59990 F24G16.26
Bo3g039420,B3 domain-containing transcription factor NGA1 (Protein NGATHA 1),NGA1 At2g46870 F19D11.25
Bo3g039430,Uncharacterized protein At4g04775,At4g04775 T4B21.8
Bo3g039500,Probable prolyl 4-hydroxylase 7 (AtP4H7) (EC 1.14.11.2),P4H7 At3g28480 MFJ20.17
Bo3g039660,Probable cytochrome c oxidase subunit 5C-1 (Cytochrome c oxidase polypeptide Vc-1),At2g47380 T8I13.22
Bo3g039830,Zinc finger CCCH domain-containing protein 32 (AtC3H32) (Zinc finger CCCH domain-containing protein ZFN-like 1),At2g47850 F17A22.24
Bo3g039890,Putative F-box protein At1g21990,At1g21990 F2E2.2
Bo3g039990,Tropinone reductase homolog At2g29300 (EC 1.1.1.-),At2g29300 F16P2.32
Bo3g040040,Putative E3 ubiquitin-protein ligase XBAT31 (EC 2.3.2.27) (Ankyrin repeat domain and RING finger-containing protein XBAT31) (Protein XB3 homolog 1) (RING-type E3 ubiquitin transferase XB31),XBAT31 At2g28840 F8N16.13
Bo3g040180,,
Bo3g040200,V-type proton ATPase subunit a1 (V-ATPase subunit a1) (V-type proton ATPase 95 kDa subunit a isoform 1) (V-ATPase 95 kDa isoform a1) (Vacuolar H(+)-ATPase subunit a isoform 1) (Vacuolar proton pump subunit a1) (Vacuolar proton translocating ATPase 95 kDa subunit a isoform 1),VHA-a1 At2g28520 T17D12.8
Bo3g040370,RuBisCO large subunit-binding protein subunit alpha chloroplastic (60 kDa chaperonin subunit alpha) (CPN-60 alpha) (Fragment),
Bo3g040500,,
Bo3g041770,Protein-lysine N-methyltransferase EEF2KMT (EC 2.1.1.-) (eEF2-lysine methyltransferase) (eEF2-KMT),Eef2kmt Fam86 Fam86a
Bo3g042090,Cytochrome P450 711A1 (EC 1.14.-.-) (Protein MORE AXILLARY BRANCHES 1),CYP711A1 MAX1 At2g26170 T19L18.2 T1D16.2
Bo3g042330,Serine carboxypeptidase-like 10 (Sinapoylglucose--anthocyanin acyltransferase) (Sinapoylglucose--anthocyanin sinapoyltransferase) (SAT) (EC 2.3.1.-),SCPL10 SAT At2g23000 F21P24.6
Bo3g042520,Probable leucine-rich repeat receptor-like protein kinase At5g49770 (EC 2.7.11.1),At5g49770 K2I5.14
Bo3g042630,,
Bo3g042900,Protein transport protein Sec61 subunit gamma-1,SEC61G1 At4g24920 F13M23.60
Bo3g042960,,
Bo3g043040,Probable receptor-like protein kinase At2g39360 (EC 2.7.11.-),At2g39360 F12L6.2
Bo3g044350,GDP-mannose transporter GONST2 (Protein GOLGI NUCLEOTIDE SUGAR TRANSPORTER 2),GONST2 At1g07290 F22G5.37
Bo3g044490,,
Bo3g044860,Protein IQ-DOMAIN 14,IQD14 At2g43680 F18O19.21
Bo3g044990,Tricyclene synthase chloroplastic (EC 4.2.3.105) ((E)-beta-ocimene synthase 0e23) (EC 4.2.3.106) (Myrcene synthase 1) (EC 4.2.3.15) (Terpenoid synthase 10) (AtTPS10),TPS10 At2g24210 F27D4.12
Bo3g045130,,
Bo3g045190,,
Bo3g045250,E3 ubiquitin-protein ligase RHA1B (EC 2.3.2.27) (RING-H2 finger A1b) (RING-H2 zinc finger protein RHA1b) (RING-type E3 ubiquitin transferase RHA1B),RHA1B At4g11360 F8L21.150
Bo3g045370,Heat stress transcription factor B-2b (AtHsfB2b) (AtHsf-11) (Heat shock factor protein 7) (HSF 7) (Heat shock transcription factor 7) (HSTF 7),HSFB2B HSF11 HSF7 At4g11660 T5C23.90
Bo3g045500,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo3g045640,Cytochrome P450 76C2 (EC 1.14.-.-) (Protein YELLOW-LEAF-SPECIFIC GENE 6),CYP76C2 YLS6 At2g45570 F17K2.10
Bo3g045720,Oxysterol-binding protein-related protein 2B (OSBP-related protein 2B),ORP2B At4g12460 T1P17.50
Bo3g045790,Putative F-box/kelch-repeat protein At4g39600,At4g39600 F23K16.230
Bo3g047010,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo3g047020,Isoamylase 3 chloroplastic (AtISA3) (EC 3.2.1.68),ISA3 At4g09020 F23J3.50
Bo3g047050,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo3g048430,Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (Vesicular-fusion protein NSF),NSF At4g04910 T1J1.4
Bo3g048460,,
Bo3g048630,Protein OSCA1 (CSC1-like protein At4g04340) (Hyperosmolality-gated Ca2+ permeable channel 1.1) (AtOSCA1.1) (Protein reduced hyperosmolality-induced [Ca(2+)]i increase 1),OSCA1 OSCA1.1 At4g04340 T19B17.6
Bo3g048700,Protein WVD2-like 2,WDL2 At1g54460 F20D21.28
Bo3g048760,NHP2-like protein 1 (High mobility group-like nuclear protein 2 homolog 1) (U4/U6.U5 small nuclear ribonucleoprotein SNU13) (U4/U6.U5 tri-snRNP 15.5 kDa protein),snu13 nhp2l1
Bo3g049850,Xyloglucan endotransglucosylase/hydrolase protein 9 (At-XTH9) (XTH-9) (EC 2.4.1.207),XTH9 EXGT-A6 XTR16 At4g03210 F4C21.14
Bo3g049910,Cytochrome P450 705A22 (EC 1.14.-.-) (Protein GRAVITY PERSISTENCE SIGNAL 1),CYP705A22 GPS1 At3g20130 MAL21.16
Bo3g052110,2-oxoglutarate-dependent dioxygenase AOP3 (EC 1.14.11.-),AOP3 At4g03050 T4I9.7
Bo3g052230,,
Bo3g052250,Small nuclear ribonucleoprotein SmD1b (AtSmD1-b),SMD1B At4g02840 T5J8.16
Bo3g052360,F-box protein SKIP17 (SKP1-interacting partner 17),SKIP17 At4g02740 T5J8.4
Bo3g052700,Probable galacturonosyltransferase-like 6 (EC 2.4.1.-) (Like glycosyl transferase 10),GATL6 LGT10 At4g02130 T10M13.14
Bo3g052930,Chalcone synthase 1 (EC 2.3.1.74) (Naringenin-chalcone synthase 1),CHS1
Bo3g053050,,
Bo3g053210,WAT1-related protein At4g01450,At4g01450 F11O4.14
Bo3g053220,GDT1-like protein 3,At5g36290 T30G6.16
Bo3g054600,F-box protein At4g00755,At4g00755 A_TM018A10.10
Bo3g054710,Acyl-coenzyme A thioesterase 8 (Acyl-CoA thioesterase 8) (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (EC 3.1.2.27) (Peroxisomal acyl-CoA thioesterase 2) (PTE-2) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1),Acot8 Pte1
Bo3g054870,Glutaredoxin-C7 (AtGrxC7) (Protein ROXY 1),GRXC7 AT.I.24-1 ROXY1 At3g02000 F1C9.22 F28J7.33
Bo3g055070,SUPPRESSOR OF GAMMA RESPONSE 1 (NAC domain-containing protein 8) (ANAC008) (Protein SOG1) (SUPPRESSOR OF GAMMA RADIATION 1),SOG1 NAC008 At1g25580 F14G11.2 F2J7.1
Bo3g055190,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase VIP1 (EC 2.7.4.21) (EC 2.7.4.24) (Probable protein QUANTITATIVE VITAMIN E-7) (Protein VIP HOMOLOG 2) (VIP1 homolog protein 1) (Arabidopsis homolog protein of yeast VIP1 1) (AtVIP1),VIP1 QVE7 VIH2 At3g01310 T22N4.6 T4P13.1
Bo3g055330,Probable WRKY transcription factor 58 (WRKY DNA-binding protein 58),WRKY58 At3g01080 T4P13.24
Bo3g055530,,
Bo3g055750,Putative lipid phosphate phosphatase 3 chloroplastic (AtLPP3) (EC 3.1.3.-) (Phosphatidate phosphohydrolase 3) (Phosphatidic acid phosphatase 3),LPP3 At3g02600 F16B3.23
Bo3g055940,,
Bo3g056970,ATPase 1 plasma membrane-type (EC 7.1.2.1) (Proton pump 1),AHA1 At2g18960 F19F24.16
Bo3g058510,Probable WRKY transcription factor 39 (WRKY DNA-binding protein 39),WRKY39 At3g04670 F7O18.30
Bo3g058520,Uncharacterized protein At4g04775,At4g04775 T4B21.8
Bo3g060250,Hydrophobic protein RCI2A (Low temperature and salt-responsive protein LTI6A),RCI2A LTI6A At3g05880 F10A16.18
Bo3g060340,Sugar transport protein 6 (Hexose transporter 6),STP6 At3g05960 F2O10.8
Bo3g060370,Uncharacterized GPI-anchored protein At3g06035,At3g06035 24F17.7
Bo3g060750,,
Bo3g061360,Small nuclear ribonucleoprotein SmD1a (AtSmD1-a),SMD1A At3g07590 MLP3.4
Bo3g061380,Arogenate dehydratase/prephenate dehydratase 2 chloroplastic (AtADT2) (AtPDT2) (EC 4.2.1.51) (EC 4.2.1.91),ADT2 PDT2 At3g07630 MLP3.8
Bo3g061430,Thymidine kinase a (AtTK1a) (EC 2.7.1.21),TK1A At3g07800 F17A17.14 MLP3.25
Bo3g061670,,
Bo3g062360,Kinetochore protein SPC24 homolog (AtSPC24) (Protein MERISTEM UNSTRUCTURED),SPC24 MUN At3g08880 T16O11.19
Bo3g062370,Alanine--glyoxylate aminotransferase 2 homolog 3 mitochondrial (EC 2.6.1.44) (Beta-alanine-pyruvate aminotransferase 3),At3g08860 T16O11.21
Bo3g062440,Non-specific lipid-transfer protein 6 (LTP 6) (Xylogen-like protein 15) (AtXYP15),LTP6 XYP15 At3g08770 F17O14.24
Bo3g062470,,
Bo3g062480,Putative BTB/POZ domain-containing protein At3g08660,At3g08660 F17O14.13
Bo3g062820,Putative pectinesterase/pectinesterase inhibitor 24 [Includes: Pectinesterase inhibitor 24 (Pectin methylesterase inhibitor 24); Pectinesterase 24 (PE 24) (EC 3.1.1.11) (Pectin methylesterase 24) (AtPME24)],PME24 ARATH24 At3g10710 T7M13.21
Bo3g064930,Endochitinase CH25 (EC 3.2.1.14),
Bo3g064940,,
Bo3g064970,Endochitinase CH25 (EC 3.2.1.14),
Bo3g064980,Protein ABIL3 (Abl interactor-like protein 3) (AtABIL3),ABIL3 At5g24310 MOP9.13
Bo3g065050,DNA damage-repair/toleration protein DRT100,DRT100 At3g12610 MMF12.5 T2E22.8 T2E22_107
Bo3g065710,Inactive protein kinase SELMODRAFT_444075,SELMODRAFT_444075
Bo3g066040,,
Bo3g066320,,
Bo3g066400,Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840 (EC 2.7.11.1),LRR-RLK At3g14840 T21E2.2
Bo3g066700,30S ribosomal protein S20 chloroplastic,RPS20 At3g15190 F4B12.10
Bo3g068070,Probable lipid desaturase ADS3.2 chloroplastic (EC 1.14.19.-),ADS3.2 At3g15870 MSJ11.26
Bo3g068120,PX domain-containing protein EREX (Protein ENDOSOMAL RAB EFFECTOR WITH PX-DOMAIN),EREX At3g15920
Bo3g068160,Coatomer subunit beta'-2 (Beta'-coat protein 2) (Beta'-COP 2),At1g52360 F19K6.16
Bo3g068380,GDSL esterase/lipase APG (EC 3.1.1.-) (Extracellular lipase APG),APG At3g16370 MYA6.18 T2O4.2
Bo3g068600,B3 domain-containing protein At3g17010,At3g17010 K14A17.8
Bo3g068610,Universal stress protein YxiE (USP YxiE),yxiE BSU39250 N17E
Bo3g069000,Transcription factor HY5-like (HY5 homolog) (bZIP transcription factor 64) (AtbZIP64),HYH BZIP64 At3g17609 MKP6.27
Bo3g069030,,
Bo3g070230,UV-B-induced protein At3g17800 chloroplastic,At3g17800 MEB5.2
Bo3g070260,,
Bo3g070280,COP9 signalosome complex subunit 2 (Signalosome subunit 2) (Protein FUSCA 12),CSN2 FUS12 At2g26990 T20P8.4
Bo3g071290,,
Bo3g071570,Transcription factor TCP18 (Protein BRANCHED 1) (Protein TEOSINTE BRANCHED 1-LIKE 1),TCP18 BRC1 TBL1 At3g18550 K24M9.4
Bo3g071710,U-box domain-containing protein 29 (EC 2.3.2.27) (Plant U-box protein 29) (RING-type E3 ubiquitin transferase PUB29),PUB29 At3g18710 MVE11.7
Bo3g071730,Probable serine/threonine-protein kinase WNK6 (AtWNK6) (EC 2.7.11.1) (Protein kinase with no lysine 6),WNK6 At3g18750 MVE11.20
Bo3g071870,Proteasome assembly chaperone 2 (Tumor necrosis factor superfamily member 5-induced protein 1 homolog),psmg2 tnfsf5ip1 si:dkey-263o22.1 wu:fb51b11 zgc:73278
Bo3g073010,Probable polyamine oxidase 4 (AtPAO4) (EC 1.5.3.16) (Amine oxidase 2),PAO4 At1g65840 F1E22.18
Bo3g073290,Probable acylpyruvase FAHD1 mitochondrial (EC 3.7.1.5) (Fumarylacetoacetate hydrolase domain-containing protein 1) (FAH domain-containing protein 1),FAHD1 At4g15940 dl4011w FCAALL.203
Bo3g074680,Cytochrome P450 705A22 (EC 1.14.-.-) (Protein GRAVITY PERSISTENCE SIGNAL 1),CYP705A22 GPS1 At3g20130 MAL21.16
Bo3g074830,,
Bo3g076020,,
Bo3g076160,Probable histone H2A.2 (HTA13),At3g20670 F3H11.6
Bo3g076330,NAD(H) kinase 1 (AtNADK-1) (EC 2.7.1.23) (EC 2.7.1.86),NADK1 At3g21070 MSA6.11
Bo3g077450,4-coumarate--CoA ligase 4 (4CL 4) (EC 6.2.1.12) (4-coumarate--CoA ligase isoform 5) (At4CL5) (4-coumaroyl-CoA synthase 4),4CL4 At3g21230 MXL8_9
Bo3g078480,,
Bo3g079930,Cysteine-rich repeat secretory protein 26,CRRSP26 At3g21970 MZN24.14
Bo3g079960,36.4 kDa proline-rich protein,TPRP-F1
Bo3g081270,V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (Vacuolar proton pump 16 kDa proteolipid subunit),VATP-P1 OsI_034058
Bo3g081310,Non-specific lipid-transfer protein-like protein At2g13820,At2g13820 F17L24.13
Bo3g081600,Auxin-responsive protein IAA7 (Auxin resistant 2) (Indoleacetic acid-induced protein 7),IAA7 AXR2 At3g23050 MXC7.8
Bo3g081830,Plant UBX domain-containing protein 12 (PUX12),PUX12 At3g23605 MDB19.9
Bo3g081880,Transcription factor MYB90 (Myb-related protein 90) (AtMYB90) (Production of anthocyanin pigment 2 protein),MYB90 PAP2 At1g66390 T27F4.14
Bo3g082050,Receptor-like protein 5 (AtRLP5),RLP5 At1g34290 F23M19.6
Bo3g082080,Protein BLISTER (Protein KOLD SENSITIV-1),BLI KOS1 At3g23980 F14O13.17
Bo3g083210,3-hydroxyisobutyryl-CoA hydrolase-like protein 4 mitochondrial (EC 3.1.2.-),At3g24360 K7M2.21
Bo3g084050,GPN-loop GTPase 3 (ATP-binding domain 1 family member C homolog),gpn3 atpbd1c DDB_G0285197
Bo3g087010,,
Bo3g087040,Alpha-glucan water dikinase 2 (EC 2.7.9.4),GWD2 At4g24450 T22A6.280
Bo3g087230,,
Bo3g088750,,
Bo3g091340,,
Bo3g091350,Purple acid phosphatase 10 (EC 3.1.3.2),PAP10 AT11 At2g16430 F16F14.7
Bo3g091430,,
Bo3g091580,,
Bo3g091720,Probable mediator of RNA polymerase II transcription subunit 37e (Heat shock 70 kDa protein 1) (Heat shock cognate 70 kDa protein 1) (Heat shock cognate protein 70-1) (AtHsc70-1) (Heat shock protein 70-1) (AtHsp70-1) (Protein EARLY-RESPONSIVE TO DEHYDRATION 2),MED37E ERD2 HSC70-1 HSP70-1 MED37_4 At5g02500 T22P11.90
Bo3g091820,F-box protein At1g49360,At1g49360 F13F21.21
Bo3g091870,Transportin-1 (AtTRN1) (Importin beta-2) (Karyopherin beta-2),TRN1 At2g16950 F12A24.13
Bo3g092080,ATP-dependent 6-phosphofructokinase 7 (ATP-PFK 7) (Phosphofructokinase 7) (EC 2.7.1.11) (Phosphohexokinase 7),PFK7 At5g56630 MIK19.8
Bo3g093420,,
Bo3g093600,Serine acetyltransferase 2 (AtSAT-2) (AtSERAT3;1) (EC 2.3.1.30),SAT2 SAT106 At2g17640 T17A5.1 T19E12
Bo3g093900,,
Bo3g093930,60S ribosomal protein L8-1 (60S ribosomal protein L2) (Protein EMBRYO DEFECTIVE 2296),RPL8A EMB2296 RPL2 At2g18020 T27K22.11
Bo3g094060,Transcription factor HBI1 (Basic helix-loop-helix protein 64) (AtbHLH64) (bHLH 64) (Protein HOMOLOG OF BEE2 INTERACTING WITH IBH1) (Transcription factor EN 79) (bHLH transcription factor bHLH064),HBI1 BHLH64 EN79 At2g18300 T30D6.19
Bo3g094290,UDP-glycosyltransferase 72D1 (EC 2.4.1.-),UGT72D1 At2g18570 F24H14.8
Bo3g096350,ATPase 1 plasma membrane-type (EC 7.1.2.1) (Proton pump 1),AHA1 At2g18960 F19F24.16
Bo3g099270,Protein DETOXIFICATION 27 (AtDTX27) (Multidrug and toxic compound extrusion protein 27) (MATE protein 27),DTX27 At5g65380 MNA5.11
Bo3g100540,Protein MADS AFFECTING FLOWERING 5 (MADS box protein FCL1) (MADS-box protein AGAMOUS-LIKE 68),MAF5 AGL68 FCL1 At5g65080 F15O5.4
Bo3g100570,Agamous-like MADS-box protein AGL27 (MADS box FLC1-like nuclear protein) (Protein FLOWERING LOCUS M) (Protein MADS AFFECTING FLOWERING 1),AGL27 FK1 FLM MAF1 At1g77080 F22K20.15
Bo3g101030,50S ribosomal protein L15,rplO Mrad2831_2199
Bo3g101280,Pentatricopeptide repeat-containing protein At1g06140 mitochondrial,PCMP-E61 At1g06140 T21E18.19
Bo3g101520,Casein kinase II subunit beta-2 (CK II beta-2),CKB2 At4g17640 dl4855w
Bo3g102810,Probable SAL3 phosphatase (3'(2')5'-bisphosphate nucleotidase 3) (EC 3.1.3.7) (3'(2')5'-bisphosphonucleoside 3'(2')-phosphohydrolase 3) (DPNPase 3) (Inositol polyphosphate 1-phosphatase 3) (IPPase 3) (Inositol-14-bisphosphate 1-phosphatase 3) (EC 3.1.3.57),SAL3 At5g63990 MBM17.9
Bo3g103060,Beta-galactosidase 6 (Lactase 6) (EC 3.2.1.23),BGAL6 At5g63800 MBK5.28
Bo3g103270,Flavonol synthase/flavanone 3-hydroxylase (EC 1.14.11.9) (EC 1.14.20.6) (FLS 1),FLS1 FLS At5g08640 MAH20.20
Bo3g103340,CBS domain-containing protein CBSCBSPB1,CBSCBSPB1 At5g63490 MLE2.12
Bo3g103480,,
Bo3g104680,BRAP2 RING ZnF UBP domain-containing protein 1 (EC 2.3.2.27),BRIZ1 RING-HCa At2g42160 T24P15.7
Bo3g104700,Probable inactive purple acid phosphatase 29,PAP29 At5g63140 MDC12.10
Bo3g106850,Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37),CID12 RBP37 At4g10610 F3H7.12 T4F9.70
Bo3g107070,,
Bo3g107470,,
Bo3g107680,40S ribosomal protein S20-2,RPS20B At3g47370 T21L8.120
Bo3g107730,Endonuclease MutS2 (EC 3.1.-.-),mutS2 mutSB sll1772
Bo3g107870,Embryo-specific protein ATS3B (Protein ARABIDOPSIS THALIANA SEED 3B),ATS3B At5g62200 MMI9.3
Bo3g107990,Sodium/calcium exchanger NCL (Na(+)/Ca(2+)-exchange protein NCL) (Protein NCX-like) (AtNCL),NCL At1g53210 F12M16.12
Bo3g109310,,
Bo3g109550,,
Bo3g110960,Membrane steroid-binding protein 2 (AtMP2) (Membrane-associated progesterone-binding protein 3) (AtMAPR3),MSBP2 MAPR3 MP2 At3g48890 T21J18.160
Bo3g111120,,
Bo3g112270,,
Bo3g113620,Pentatricopeptide repeat-containing protein At3g48250 chloroplastic,At3g48250 T29H11_230
Bo3g113640,Histone deacetylase 7 (EC 3.5.1.98),HDA7 At5g35600 K2K18.5
Bo3g113760,Aldehyde dehydrogenase family 2 member B4 mitochondrial (ALDH2a) (EC 1.2.1.3),ALDH2B4 ALDH2 At3g48000 T17F15.130
Bo3g114880,Succinate dehydrogenase subunit 7A mitochondrial,SDH7A At3g47833 T23J7.160
Bo3g117310,,
Bo3g118450,Phototropin-1 (EC 2.7.11.1) (Non-phototropic hypocotyl protein 1) (Root phototropism protein 1),PHOT1 JK224 NPH1 RPT1 At3g45780 T6D9_110
Bo3g118460,Phototropin-1 (EC 2.7.11.1) (Non-phototropic hypocotyl protein 1) (Root phototropism protein 1),PHOT1 JK224 NPH1 RPT1 At3g45780 T6D9_110
Bo3g120590,,
Bo3g120750,Xyloglucan endotransglucosylase/hydrolase protein 31 (At-XTH31) (AtXTR8) (XTH-31) (EC 2.4.1.207) (EC 3.2.1.151),XTH31 ATXG XTR8 At3g44990 F14D17.60
Bo3g122110,,
Bo3g123380,Shugoshin-1 (ZmSGO1),SGO1 ZEAMMB73_Zm00001d019148
Bo3g123590,Calmodulin-related protein,CAM53
Bo3g123670,,
Bo3g123680,Indole-3-acetaldehyde oxidase (IAA oxidase) (EC 1.2.3.7) (Aldehyde oxidase 2) (AO-2) (AtAO-2) (AtAO3),AAO2 AO3 At3g43600 F22J12.40
Bo3g127520,Calmodulin (CaM),CCM1
Bo3g127570,ATP synthase subunit beta-1 mitochondrial (EC 7.1.2.2),At5g08670 T2K12.11
Bo3g129920,N-terminal acetyltransferase A complex catalytic subunit NAA10 (AtNAA10) (EC 2.3.1.255),NAA10 At5g13780 MXE10.5
Bo3g130340,Transcription factor MYB48 (Myb-related protein 48) (AtMYB48),MYB48 At3g46130 F12M12.100
Bo3g132800,UDP-glycosyltransferase 76E5 (EC 2.4.1.-),UGT76E5 At3g46720 T6H20.250
Bo3g134310,,
Bo3g134390,Serine/threonine-protein kinase BIK1 (EC 2.7.11.1) (Protein BOTRYTIS-INDUCED KINASE 1),BIK1 At2g39660 F12L6.32 F17A14.3
Bo3g134410,Pectinesterase inhibitor 11 (Pectin methylesterase inhibitor 11) (AtPMEI11),PMEI11 At3g47380 T21L8.130
Bo3g134690,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo3g137040,,
Bo3g137220,Foldase protein PrsA (EC 5.2.1.8),prsA Exig_0687
Bo3g138620,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (AtA alpha) (PP2A subunit A alpha isoform) (PR-65 A) (Protein ROOTS CURL IN NAPHTHYLPHTHALAMIC ACID 1) (Protein enhancer of ethylene-response 1),PP2AA1 EER1 RCN1 REGA At1g25490 F2J7.19
Bo3g138680,Glutamine--tRNA ligase cytoplasmic (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS) (Protein OVULE ABORTION 9),OVA9 At1g25350 F4F7.26
Bo3g141260,,
Bo3g141370,,
Bo3g141440,,
Bo3g141590,,
Bo3g141600,,
Bo3g141680,F-box protein SKP2A (FBL5-like protein) (AtFBL5) (SKP2-like protein 1) (AtSKP2;1),SKP2A At1g21410 F24J8.5
Bo3g141740,,
Bo3g142920,Calcium-transporting ATPase 1 (EC 7.2.2.10) (Ca(2+)-ATPase isoform 1) (Plastid envelope ATPase 1),ACA1 PEA1 At1g27770 F28L5.1 T22C5.23
Bo3g143100,Cytosolic sulfotransferase 7 (AtSOT7) (EC 2.8.2.-),SOT7 At1g28170 F3H9.17
Bo3g143480,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18),SEC11A SEC11L1 SPC18
Bo3g143780,Dof zinc finger protein DOF1.5 (AtDOF1.5),DOF1.5 COG1 At1g29160 F28N24.35
Bo3g144080,Xanthotoxin 5-hydroxylase CYP82C2 (8-methoxypsoralen 5-hydroxylase CYP82C2) (EC 1.14.14.-) (Cytochrome P450 82C2) (Indole-3-carbonyl nitrile 4-hydroxylase CYP82C2) (EC 1.14.14.165),CYP82C2 At4g31970 F10N7.220
Bo3g144110,Auxin-responsive protein SAUR64 (Protein SMALL AUXIN UP RNA 64),SAUR64 At1g29450 F15D2.4
Bo3g144130,Auxin-responsive protein SAUR64 (Protein SMALL AUXIN UP RNA 64),SAUR64 At1g29450 F15D2.4
Bo3g145260,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo3g146300,Probable LRR receptor-like serine/threonine-protein kinase At1g29720 (EC 2.7.11.1),RFK1 At1g29720 F1N18.22 T3M22.6
Bo3g147740,,
Bo3g149060,,
Bo3g149310,,
Bo3g149340,Serine/threonine-protein kinase STY46 (EC 2.7.11.1) (Serine/threonine/tyrosine-protein kinase 46),STY46 At4g38470 F20M13.30
Bo3g149880,,
Bo3g151330,,
Bo3g151400,,
Bo3g152560,F-box/LRR-repeat protein At3g60040,At3g60040 T2O9.20
Bo3g152860,Ribokinase (AtRBSK) (RK) (EC 2.7.1.15),RBSK At1g17160 F20D23.14
Bo3g153200,Thioredoxin reductase 2 (EC 1.8.1.9) (NADPH-dependent thioredoxin reductase 2) (NTR2) (NADPH-dependent thioredoxin reductase A) (AtNTRA),NTR2 NTRA At2g17420 F5J6.18
Bo3g153290,,
Bo3g153350,50S ribosomal protein L7/L12,rplL
Bo3g153830,,
Bo3g153850,Geranylgeranyl pyrophosphate synthase chloroplastic/chromoplastic (GGPP synthase) (GGPS) (EC 2.5.1.-) ((2E6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranyltranstransferase) (EC 2.5.1.10),GGPS1 GGPS
Bo3g154050,Nucleolar protein 6,nol6
Bo3g154230,U-box domain-containing protein 5 (EC 2.3.2.27) (Plant U-box protein 5) (RING-type E3 ubiquitin transferase PUB5),PUB5 At4g36550 AP22.63 C7A10.810
