Gene,Description,BLAST_hit
Bo9g010150,Bifunctional cystathionine gamma-lyase/cysteine synthase (EC 2.5.1.47) (EC 4.4.1.1) (Beta-substituted Ala synthase 4;3) (ARAth-Bsas4;3) (L-cysteine desulfhydrase 1) (DES1) (O-acetylserine (thiol)-lyase) (OASTL) (Protein CS-LIKE),DES1 At5g28030 F15F15.100
Bo9g010290,,
Bo9g010550,,
Bo9g010780,,
Bo9g010970,Mavicyanin,
Bo9g011030,Gamma-glutamylcyclotransferase 2-1 (AtGGCT2;1) (EC 4.3.2.9) (Gamma-glutamyl cyclotransferase 2;1),GGCT2;1 At5g26220
Bo9g013880,Kinesin-like protein KIN-10C,KIN10C At5g23910 MRO11.5
Bo9g014340,Thymidine kinase b (AtTK1b) (EC 2.7.1.21),TK1B At5g23070 MYJ24.6
Bo9g014650,U-box domain-containing protein 52 (Plant U-box protein 52) [Includes: E3 ubiquitin ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase); Serine/threonine-protein kinase (EC 2.7.11.-)],PUB52 At5g61550 K11J9.12
Bo9g015070,Biotin--protein ligase 1 chloroplastic (EC 6.3.4.-) (Holocarboxylase synthetase 1) [Includes: Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)],HCS1 At2g25710 F3N11.16
Bo9g015230,Rac-like GTP-binding protein ARAC10 (GTPase protein ROP11),ARAC10 ROP11 At5g62880 MQB2.180 MQB2.20
Bo9g017520,DEAD-box ATP-dependent RNA helicase 30 (EC 3.6.4.13),RH30 At5g63120 MDC12.8
Bo9g017540,,
Bo9g018640,Histone H3.2 (Histone H3.1),HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9
Bo9g019090,,
Bo9g022460,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (AtCBP80) (NCBP 80 kDa subunit) (Abscisic acid-hypersensitive protein 1) (ABA-hypersensitive protein 1) (Protein ENSALADA),ABH1 CBP80 ENS At2g13540 T10F5.8
Bo9g023730,Gibberellin-regulated protein 7 (GAST1 protein homolog 7),GASA7 At2g14900 T26I20.6
Bo9g023820,DNA-directed RNA polymerases II IV and V subunit 3 (DNA-directed RNA polymerase II 36 kDa polypeptide A) (DNA-directed RNA polymerase II subunit RPB3-A) (RNA polymerase II subunit 3-A) (RNA polymerase II subunit B3-A),NRPB3 NRPD3 NRPE3A RPB36A At2g15430 F26H6.5
Bo9g024580,Cyclin-B2-1 (Cyc2a-At) (Cyclin-2a) (G2/mitotic-specific cyclin-B2-1) (CycB2;1),CYCB2-1 CYC2A At2g17620 T19E12.4
Bo9g025930,Pentatricopeptide repeat-containing protein At2g18520 mitochondrial,At2g18520 F24H14.13
Bo9g028220,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9 mitochondrial,At2g20360 F11A3.9
Bo9g028610,Vacuolar-processing enzyme beta-isozyme (EC 3.4.22.34) (Asparaginyl endopeptidase beta-VPE) (Beta-VPE),bVPE At1g62710 F23N19.7
Bo9g028790,Homeobox protein HD1,HD1
Bo9g029410,Probable E3 ubiquitin-protein ligase RHA1A (EC 2.3.2.27) (RING-H2 finger A1a) (RING-H2 zinc finger protein RHA1a) (RING-type E3 ubiquitin transferase RHA1A),RHA1A At4g11370 F8L21.160
Bo9g030950,,
Bo9g035320,Disease resistance protein RML1A (Protein RESISTANCE TO LEPTOSPHAERIA MACULANS 1A),RLM1A At1g64070 F22C12.17
Bo9g035460,Transcription factor EGL1 (Basic helix-loop-helix protein 2) (AtMYC146) (AtbHLH2) (bHLH 2) (Protein ENHANCER OF GLABRA 3) (Transcription factor EN 30) (bHLH transcription factor bHLH002),BHLH2 EGL1 EGL3 EN30 MYC146 At1g63650 F24D7.16
Bo9g035590,ABC transporter I family member 1 (ABC transporter ABCI.1) (AtABCI1) (Cytochrome c biogenesis ATP-binding export protein ccmA-like) (MRP-related protein 3) (Putative non-intrinsic ABC protein 10) (EC 7.6.2.5),ABCI1 CCMA NAP10 At1g63270 F9N12.11
Bo9g037150,Flavin-containing monooxygenase FMO GS-OX-like 4 (EC 1.8.-.-) (Flavin-monooxygenase glucosinolate S-oxygenase-like 4),At1g62600 T3P18.16
Bo9g037160,Flavin-containing monooxygenase FMO GS-OX-like 4 (EC 1.8.-.-) (Flavin-monooxygenase glucosinolate S-oxygenase-like 4),At1g62600 T3P18.16
Bo9g037180,Flavin-containing monooxygenase FMO GS-OX2 (EC 1.14.13.237) (Flavin-monooxygenase glucosinolate S-oxygenase 2),FMOGS-OX2 At1g62540 T3P18.10
Bo9g037200,,
Bo9g037250,Histone acetyltransferase GCN5 (AtGCN5) (EC 2.3.1.48) (BIG TOP protein),HAG1 BGT GCN5 HAT1 At3g54610 T14E10.180
Bo9g041000,,
Bo9g043850,60S ribosomal protein L18-2,RPL18B At3g05590 F18C1.14
Bo9g044050,,
Bo9g052050,AP2-like ethylene-responsive transcription factor At2g41710,At2g41710 T11A7.19
Bo9g058300,,
Bo9g058450,Histone H3.2 (Histone H3.1),HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9
Bo9g059490,,
Bo9g059760,Beta-hexosaminidase 1 (EC 3.2.1.52) (Beta-GlcNAcase 1) (Beta-N-acetylhexosaminidase 1) (Beta-hexosaminidase 2) (AtHEX2) (N-acetyl-beta-glucosaminidase 1),HEXO1 HEX2 At3g55260 T26I12.140
Bo9g059870,,
Bo9g062660,GDSL esterase/lipase At5g45670 (EC 3.1.1.-) (Extracellular lipase At5g45670),At5g45670 MRA19.6
Bo9g062860,28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1),PDAP1 HASPP28
Bo9g063010,,
Bo9g063020,50S ribosomal protein HLP mitochondrial (Protein HUELLENLOS PARALOG),HLP At5g46160 MCL19.22
Bo9g066830,,
Bo9g066940,ATP synthase subunit delta' mitochondrial (F-ATPase delta' subunit),At5g47030 MQD22.17
Bo9g070250,HMG-Y-related protein A (AtHMGA) (High mobility group A protein),HMGA At1g14900 F10B6.31
Bo9g073180,,
Bo9g074520,,
Bo9g075700,Basic leucine zipper 8 (AtbZIP8) (bZIP protein 8),BZIP8 At1g68880 F14K14.1
Bo9g076160,AAA-ATPase At1g43910 (EC 3.6.1.3),At1g43910 F9C16.7
Bo9g082010,,
Bo9g086880,Cyclin-A2-1 (Cyc3a-At) (Cyclin-3a) (G2/mitotic-specific cyclin-A2-1) (CycA2;1),CYCA2-1 CYC3A At5g25380 F18G18.15
Bo9g086890,,
Bo9g088210,,
Bo9g088460,Calcium-dependent protein kinase 17 (EC 2.7.11.1),CPK17 At5g12180 MXC9.14
Bo9g090720,BTB/POZ domain-containing protein At3g05675,At3g05675 F18C1
Bo9g090820,,
Bo9g094330,,
Bo9g097430,,
Bo9g102250,,
Bo9g102480,,
Bo9g107120,,
Bo9g108350,Heat shock protein 90-1 (AtHSP90.1) (AtHsp90-1) (Heat shock protein 81-1) (Hsp81-1) (Heat shock protein 83),HSP90-1 HSP81-1 HSP83 At5g52640 F6N7.13
Bo9g108360,40S ribosomal protein S10-1,RPS10A At4g25740 F14M19.20
Bo9g108370,Protein REVEILLE 6,RVE6 At5g52660 F6N7.15
Bo9g109740,Putative aminoacrylate hydrolase RutD (EC 3.5.1.-) (Aminohydrolase),rutD Mrad2831_1581
Bo9g114020,IAA-amino acid hydrolase ILR1-like 3 (EC 3.5.1.-),ILL3 At5g54140 MJP23.12
Bo9g118830,,
Bo9g120240,Protein LIFEGUARD 4 (AtLFG4),LFG4 At1g03070 F10O3.11
Bo9g120370,Probable long-chain-alcohol O-fatty-acyltransferase 5 (EC 2.3.1.75) (Wax synthase 5),AT5 At5g55340 MTE17.5
Bo9g120400,,
Bo9g120420,,
Bo9g120430,,
Bo9g120440,,
Bo9g120860,,
Bo9g120950,,
Bo9g121140,Nucleotide-sugar uncharacterized transporter 2,At5g55950 MYN21.6
Bo9g122220,F-box/LRR-repeat protein At2g40920,At2g40920 T20B5.12
Bo9g123380,B3 domain-containing protein At5g18000,At5g18000 MCM23.7
Bo9g123580,Actin-related protein 8 (F-box protein ARP8),ARP8 At5g56180 MDA7.26
Bo9g124840,Probable FBD-associated F-box protein At1g32375,At1g32375 F5D14.14
Bo9g125950,Putative FBD-associated F-box protein At3g50710,At3g50710 T3A5.90
Bo9g126200,ATP-dependent 6-phosphofructokinase 7 (ATP-PFK 7) (Phosphofructokinase 7) (EC 2.7.1.11) (Phosphohexokinase 7),PFK7 At5g56630 MIK19.8
Bo9g133270,Xyloglucan endotransglucosylase/hydrolase protein 22 (At-XTH22) (XTH-22) (EC 2.4.1.207) (Touch protein 4),XTH22 TCH4 At5g57560 MUA2.13
Bo9g133330,,
Bo9g133570,,
Bo9g135510,Peptidyl-prolyl cis-trans isomerase CYP20-1 (PPIase CYP20-1) (EC 5.2.1.8) (Cyclophilin of 20 kDa 1) (Rotamase CYP20-1) (Rotamase cyclophilin-7),CYP20-1 ROC7 At5g58710 MZN1.15
Bo9g135650,,
Bo9g135730,Transcription factor DIVARICATA,DIVARICATA
Bo9g139320,Cyclin-dependent protein kinase inhibitor SMR14 (Cyclin-dependent protein kinase inhibitor SMR13) (Protein SIAMESE-RELATED 13) (Protein SIAMESE-RELATED 14),SMR14 SMR13 At5g59360 F2O15.2
Bo9g139480,E3 ubiquitin-protein ligase RDUF2 (EC 2.3.2.27) (RING and DUF1117 domain-containing protein 2) (AtRDUF2) (RING-type E3 ubiquitin transferase RDUF2),DURF2 At5g59550 F2O15.22
Bo9g140730,,
Bo9g150050,L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3),
Bo9g151520,Pectinesterase inhibitor 3 (Pectin methylesterase inhibitor 3) (AtPMEI3),PMEI3 At5g20740
Bo9g151670,Guanine nucleotide-binding protein subunit gamma 3 (Ggamma-subunit 3) (Heterotrimeric G protein gamma-subunit 3) (AtAGG3),GG3 AGG3 At5g20635 T1M15
Bo9g151840,Alpha/beta hydrolase domain-containing protein WAV2 (EC 3.-.-.-) (Protein WAVY GROWTH 2),WAV2 At5g20520
Bo9g152300,Phosphomethylethanolamine N-methyltransferase (AtPMEAMT) (EC 2.1.1.-) (Phosphoethanolamine N-methyltransferase 2),NMT2 PMEAMT At1g48600 T1N15.22/T1N15.23 T1N15_20
Bo9g154480,,
Bo9g154500,,
Bo9g154720,,
Bo9g156070,Disease resistance-like protein DSC2 (Protein DOMINANT SUPRESSOR OF CAMTA3 NUMBER 2),DSC2 At5g18370
Bo9g156170,,
Bo9g160370,,
Bo9g163030,,
Bo9g163320,Stearoyl-[acyl-carrier-protein] 9-desaturase 5 chloroplastic (Stearoyl-ACP desaturase 5) (EC 1.14.19.2) (Acyl-[acyl-carrier-protein] desaturase 5),S-ACP-DES5 AAD5 SAD5 At3g02630 F16B3.26
Bo9g163390,,
Bo9g163460,Caffeoylshikimate esterase (EC 3.1.1.-) (Lysophospholipase 2) (LysoPL2),CSE At1g52760 F14G24.3
Bo9g163720,Zinc finger protein CONSTANS-LIKE 1,COL1 At5g15850 F14F8_230
Bo9g163750,S-adenosylmethionine decarboxylase proenzyme 1 (AdoMetDC1) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase 1 alpha chain; S-adenosylmethionine decarboxylase 1 beta chain],SAMDC1 SAMDC At3g02470 F16B3.10
Bo9g164050,,
Bo9g164300,ATP-dependent zinc metalloprotease FTSH 6 chloroplastic (AtFTSH6) (EC 3.4.24.-),FTSH6 At5g15250 F8M21.140
Bo9g164320,ATP-dependent zinc metalloprotease FTSH 6 chloroplastic (AtFTSH6) (EC 3.4.24.-),FTSH6 At5g15250 F8M21.140
Bo9g164350,F-box protein At3g19470,At3g19470 MLD14.21
Bo9g165640,Formate dehydrogenase chloroplastic/mitochondrial (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase),FDH1 FDH At5g14780 T9L3_80
Bo9g166480,Protein ZINC INDUCED FACILITATOR-LIKE 1 (Protein ZIF-LIKE 1),ZIFL1 At5g13750 MXE10.2
Bo9g168930,Uncharacterized protein L728,MIMI_L728
Bo9g169040,Glucose-6-phosphate 1-dehydrogenase 2 chloroplastic (AtG6PD2) (G6PDH2) (EC 1.1.1.49),G6PD2 At5g13110 T19L5_70
Bo9g169660,Protein BIG GRAIN 1-like D,At5g12050 F14F18.220
Bo9g171430,Transcription factor HY5 (Protein LONG HYPOCOTYL 5) (bZIP transcription factor 56) (AtbZIP56),HY5 BZIP56 At5g11260 F2I11_150
Bo9g171620,,
Bo9g172230,,
Bo9g173420,,
Bo9g173610,,
Bo9g174290,Flavonol synthase/flavanone 3-hydroxylase (EC 1.14.11.9) (EC 1.14.20.6) (FLS 1),FLS1 FLS At5g08640 MAH20.20
Bo9g174490,Transcription factor TCP21 (Protein CCA1 HIKING EXPEDITION) (Protein CHE),TCP21 CHE At5g08330 F8L15.60
Bo9g174840,Mitochondrial import receptor subunit TOM5 homolog (Translocase of outer membrane 5 kDa subunit homolog),TOM5 At5g08040 F13G24.240
Bo9g175500,Peptide methionine sulfoxide reductase A2 (AtMSRA2) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),MRSA2 PMSR2 At5g07460 T2I1.170
Bo9g175880,Peroxidase 54 (Atperox P54) (EC 1.11.1.7) (ATP29a),PER54 P54 At5g06730 MPH15.9
Bo9g175960,Polygalacturonase inhibitor 1 (Polygalacturonase-inhibiting protein 1) (PGIP-1),PGIP1 At5g06860 MOJ9_3
Bo9g175980,Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (AtUBP13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13),UBP13 At3g11910 F26K24.20 MEC18.1
Bo9g176150,,
Bo9g177020,,
Bo9g184850,Wall-associated receptor kinase-like 20 (EC 2.7.11.-),WAKL20 At5g02070 T7H20_120
