Gene,Description,BLAST_hit
Bo2g165880,NAC domain-containing protein 102 (ANAC102),NAC102 At5g63790 MBK5.27
Bo2g165940,DNA topoisomerase 3-alpha (EC 5.6.2.2),TOP3A At5g63920 MGI19.16
Bo2g166040,Peroxidase 69 (Atperox P69) (EC 1.11.1.7) (ATP3a),PER69 P69 At5g64100 MHJ24.8
Bo2g166100,Protein LNK1 (Night light-inducible and clock-regulated 1),LNK1 At5g64170 MHJ24.1
Bo2g166130,Metacaspase-3 (AtMC3) (EC 3.4.22.-) (Metacaspase 1a) (AtMCP1a),AMC3 MCP1A At5g64240 MSJ1.8
Bo2g166160,,
Bo2g166340,Mediator-associated protein 2,At5g64680 MUB3.20
Bo2g166440,ABC transporter F family member 5 (ABC transporter ABCF.5) (AtABCF5) (GCN20-type ATP-binding cassette protein GCN5),ABCF5 GCN5 At5g64840 MXK3.6
Bo2g166530,Annexin D2 (AnnAt2),ANN2 ANNAT2 At5g65020 MXK3.27
Bo2g167640,Chaperone protein dnaJ 16 (AtDjB16) (AtJ16) (Protein ARG1-LIKE 1) (AtARL1),ATJ16 ARL1 B16 At1g24120 F3I6.4
Bo2g167760,,
Bo2g167810,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (MAP3K gamma protein kinase) (AtMAP3Kgamma),MAPKKK5 MAP3KG At5g66850 MUD21.11
Bo2g167930,,
Bo2g167940,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo2g167980,Casein kinase II subunit alpha-1 (CK II) (EC 2.7.11.1) (Casein kinase alpha 1) (AtCKA1),CKA1 At5g67380 K8K14.10
Bo2g167990,BTB/POZ domain-containing protein SR1IP1 (Protein ATSR1-INTERACTION PROTEIN 1),SR1IP1 At5g67385 K8K14
Bo2g168160,Phytosulfokines 5 (AtPSK5) [Cleaved into: Phytosulfokine-alpha (PSK-alpha) (Phytosulfokine-a); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)],PSK5 At5g65870 K14B20.4
Bo2g168230,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo2g168240,Uncharacterized protein At5g65660,At5g65660 K21L13.18
Bo2g168320,,
Bo30675s010,,
Bo31184s010,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18),SEC11A SEC11L1 SPC18
Bo3g001020,Probable desiccation-related protein LEA14,LEA14 At1g01470 F22L4.3
Bo3g001060,3-ketoacyl-CoA synthase 1 (KCS-1) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 1) (VLCFA condensing enzyme 1),KCS1 EL1 At1g01120 T25K16.11
Bo3g001130,Cytochrome c oxidase assembly protein COX11 mitochondrial,COX11 At1g02410 T6A9.10
Bo3g001140,Putative pentatricopeptide repeat-containing protein At1g02420,At1g02420 T6A9.11
Bo3g001170,,
Bo3g001210,,
Bo3g001230,,
Bo3g001360,Ferritin-1 chloroplastic (EC 1.16.3.1),LSC30
Bo3g001710,Uncharacterized protein At2g39795 mitochondrial,At2g39795 T5I7.20
Bo3g001840,Kinesin-like protein KIN-10B,KIN10B At5g02370 T1E22_130
Bo3g001880,WD repeat-containing protein 44 (Rabphilin-11),Wdr44
Bo3g002230,,
Bo3g002630,Transcription factor bHLH101 (Basic helix-loop-helix protein 101) (AtbHLH101) (bHLH 101) (Transcription factor EN 10) (bHLH transcription factor bHLH101),BHLH101 EN10 At5g04150 F21E1.70
Bo3g002760,Salicylate/benzoate carboxyl methyltransferase (Benzoate O-methyltransferase) (EC 2.1.1.273) (S-adenosyl-L-methionine:benzoic acid carboxyl methyltransferase) (S-adenosyl-L-methionine:salicylate acid carboxyl methyltransferase) (SABATH methyltransferase) (Salicylate carboxymethyltransferase) (EC 2.1.1.274),BSMT1 At3g11480 F24K9.15
Bo3g002930,Copper transport protein ATX1 (Copper chaperone ATX1),ATX1 At1g66240 T6J19.6
Bo3g002980,Pentatricopeptide repeat-containing protein At5g04780 mitochondrial,PCMP-H16 At5g04780 MUK11.10 T1E3_140
Bo3g002990,Vacuolar protein sorting-associated protein 60.2,VPS60-2 VPS60B At5g04850 MUK11_17
Bo3g003310,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 8.2 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),
Bo3g003700,Cytosolic sulfotransferase 1 (AtSOT1) (EC 2.8.2.-),SOT1 At5g43690 MQD19.2
Bo3g003750,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo3g003980,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo3g003990,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo3g004030,,
Bo3g004080,Polygalacturonase inhibitor 2 (Polygalacturonase-inhibiting protein 2) (PGIP-2),PGIP2 At5g06870 MOJ9.4
Bo3g004230,Embryo-specific protein ATS3B (Protein ARABIDOPSIS THALIANA SEED 3B),ATS3B At5g62200 MMI9.3
Bo3g004370,Peptide methionine sulfoxide reductase A3 (AtMSRA3) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),MSRA3 MSR PMSR3 At5g07470 T2I1.180
Bo3g004380,Peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),
Bo3g004390,Peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase),
Bo3g004500,Transcription factor MYB29 (Myb-related protein 29) (AtMYB29) (Protein HIGH ALIPHATIC GLUCOSINOLATE 3) (Protein PRODUCTION OF METHIONINE-DERIVED GLUCOSINOLATE 2),MYB29 HAG3 PMG2 At5g07690 MBK20.15
Bo3g004610,Plant intracellular Ras-group-related LRR protein 7 (Intracellular Ras-group-related LRR protein 7) (OsIRL7),IRL7 Os03g0212200 LOC_Os03g11360 OsJ_09890
Bo3g004660,,
Bo3g004820,Thioredoxin-like protein YLS8 (Protein YELLOW-LEAF-SPECIFIC GENE 8),YLS8 At5g08290 F8L15.20
Bo3g005250,Probable pectinesterase/pectinesterase inhibitor 51 [Includes: Pectinesterase inhibitor 51 (Pectin methylesterase inhibitor 51); Pectinesterase 51 (PE 51) (EC 3.1.1.11) (Pectin methylesterase 51) (AtPME51)],PME51 ARATH51 At5g09760 F17I14.50
Bo3g005560,Histone H3.2 (Histone H3.1),HTR2 At1g09200 T12M4.9; HTR3 At3g27360 K1G2.8; HTR13 At5g10390 F12B17_260; HTR9 At5g10400 F12B17_250; HTR1 At5g65360 MNA5.9
Bo3g005590,Protein DETOXIFICATION 28 (AtDTX28) (Multidrug and toxic compound extrusion protein 28) (MATE protein 28),DTX28 At5g44050 MRH10.16
Bo3g005600,Protein DETOXIFICATION 28 (AtDTX28) (Multidrug and toxic compound extrusion protein 28) (MATE protein 28),DTX28 At5g44050 MRH10.16
Bo3g006710,,
Bo3g006860,Histone H3.3 (Histone H3.2),HTR4 At4g40030 T5J17.200; HTR5 At4g40040 T5J17.210; HTR8 At5g10980 T30N20_250 T5K6.6
Bo3g006880,,
Bo3g007200,Mitochondrial import inner membrane translocase subunit TIM17-2,TIM17-2 At2g37410 F3G5.20
Bo3g007400,Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8),Cog8 MNCb-5704
Bo3g007520,Mechanosensitive ion channel protein 10 (Mechanosensitive channel of small conductance-like 10) (MscS-Like protein 10) (AtMSL10),MSL10 At5g12080 F14F18.230 MXC9.3
Bo3g007630,Tubulin beta-1 chain (Beta-1-tubulin) (Fragment),TUBB1 TUB1
Bo3g009360,Uncharacterized protein At5g39865,At5g39865 MYH19.5
Bo3g009590,Aspartokinase 2 chloroplastic (EC 2.7.2.4) (Aspartate kinase 2),AK2 AK-LYS2 CARAB-AK-LYS At5g14060 MUA22.6
Bo3g009750,BAG family molecular chaperone regulator 2 (Bcl-2-associated athanogene 2),BAG2 At5g62100 MTG10.13
Bo3g009980,Senescence-associated carboxylesterase 101 (EC 3.1.1.1),SAG101 At5g14930 F2G14.50
Bo3g010370,Cellulose synthase A catalytic subunit 3 [UDP-forming] (AtCesA3) (EC 2.4.1.12) (Constitutive expression of VSP1 protein 1) (Isoxaben-resistant protein 1) (Ath-B) (Protein ECTOPIC LIGNIN 1) (Protein RADIALLY SWOLLEN 5) (AtRSW5),CESA3 ATHB CEV1 ELI1 IXR1 RSW5 At5g05170 K2A11.4
Bo3g010390,Floral homeotic protein PISTILLATA (Transcription factor PI),PI At5g20240 F5O24.130
Bo3g010410,DeSI-like protein At4g17486 (EC 3.4.-.-),At4g17486 dl4780c FCAALL.234
Bo3g010440,,
Bo3g010460,,
Bo3g010580,Ethylene-responsive transcription factor ERF087,ERF087 At1g28160 F13K9.25 F3H9.18
Bo3g010590,,
Bo3g010600,Transaldolase (EC 2.2.1.2),tal Franean1_2074
Bo3g010690,Rhamnogalacturonan I rhamnosyltransferase 1 (EC 2.4.1.351) (O-fucosyltransferase 34) (O-FucT-34) (O-fucosyltransferase family protein),RRT1 OFUT34 At5g15740 F14F8.120
Bo3g010740,,
Bo3g010890,Glycosyltransferase BC10 (EC 2.4.-.-) (Protein BRITTLE CULM 10) (Protein FRAGILE CULM 116),BC10 FC116 Os05g0170000 LOC_Os05g07790 OsJ_17281 P0685E10.4
Bo3g010900,Probable glucomannan 4-beta-mannosyltransferase 15 (EC 2.4.1.32) (Cellulose synthase-like protein A15) (AtCslA15) (Glucomannan synthase) (Mannan synthase 15),CSLA15 At4g13410 T9E8.150
Bo3g012310,Centromere protein V (CENP-V) (Nuclear protein p30) (Proline-rich protein 6),CENPV PRR6
Bo3g012480,UTP--glucose-1-phosphate uridylyltransferase 1 (EC 2.7.7.9) (UDP-glucose pyrophosphorylase 1) (AtUGP1) (UDPGP 1) (UGPase 1),UGP1 At5g17310 MKP11.16
Bo3g012720,,
Bo3g012950,Auxin-responsive protein SAUR21 (Protein SMALL AUXIN UP RNA 21),SAUR21 At5g18030 MCM23.13
Bo3g013030,CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2),CNOT3 KIAA0691 LENG2 NOT3
Bo3g013040,,
Bo3g013350,,
Bo3g013580,,
Bo3g013620,,
Bo3g013640,ARM REPEAT PROTEIN INTERACTING WITH ABF2 (ARIA),ARIA At5g19330 F7K24.80
Bo3g013700,Elongation factor 1-beta 2 (EF-1-beta 2) (Elongation factor 1-beta' 2) (EF-1-beta' 2) (Elongation factor 1B-alpha 2) (eEF-1B alpha 2),At5g19510 T20D1.30
Bo3g013750,,
Bo3g013800,Mitochondrial dicarboxylate/tricarboxylate transporter DTC (Dicarboxylate/tricarboxylate carrier),DTC At5g19760 T29J13.180
Bo3g013940,,
Bo3g014100,Floral homeotic protein PISTILLATA (Transcription factor PI),PI At5g20240 F5O24.130
Bo3g015310,,
Bo3g015460,Beta-glucosidase BoGH3B (EC 3.2.1.21) (Glycosyl hydrolase family protein 3B) (BoGH3B),BACOVA_02659
Bo3g015630,E3 ubiquitin-protein ligase RHF2A (EC 2.3.2.27) (RING-H2 finger F2a) (RING-H2 zinc finger protein RHF2a) (RING-type E3 ubiquitin transferase RHF2A),RHF2A At5g22000 T6G21.110
Bo3g016930,Rhodanese-like domain-containing protein 4A chloroplastic (Sulfurtransferase 4A) (AtStr4a),STR4A At3g25480 MWL2.9
Bo3g017240,ABC transporter G family member 28 (ABC transporter ABCG.28) (AtABCG28) (Putative white-brown complex homolog protein 29) (AtWBC29),ABCG28 WBC29 At5g60740 MUP24.16
Bo3g017480,tRNA-splicing endonuclease subunit Sen2-2 (EC 4.6.1.16) (tRNA-intron endonuclease Sen2-2) (AtSen2),SEN2 At5g60230 F15L12.18
Bo3g017490,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo3g017580,Putative general negative regulator of transcription C16C9.04c,SPAC16C9.04c
Bo3g017650,Histone H2B (CaH2B),HIS2B
Bo3g017730,Ras-related protein RABE1c (AtRABE1c) (Ras-related protein Ara-3) (Ras-related protein Rab8A) (AtRab8A),RABE1C ARA-3 RAB8A At3g46060 F12M12.30
Bo3g017750,Methyl-CpG-binding domain-containing protein 7 (AtMBD7) (MBD07) (Methyl-CpG-binding protein MBD7),MBD7 At5g59800 MMN10.2
Bo3g017800,18.1 kDa class I heat shock protein (18.1 kDa heat shock protein) (AtHsp18.1),HSP18.1 At5g59720 MTH12.7
Bo3g017830,Receptor-like protein kinase At5g59670 (EC 2.7.10.1) (EC 2.7.11.1) (Leucine-rich repeat receptor-like protein kinase At5g59670),At5g59670 MTH12.12
Bo3g018030,1-aminocyclopropane-1-carboxylate oxidase homolog 12 (EC 1.14.-.-),At5g59540 F2O15.6
Bo3g018120,Probable LRR receptor-like serine/threonine-protein kinase At3g47570 (EC 2.7.11.1),At3g47570 F1P2.120
Bo3g018210,,
Bo3g018240,,
Bo3g018310,,
Bo3g018460,Transcription factor DIVARICATA,DIVARICATA
Bo3g018510,SMR domain-containing protein At5g58720 (PRL1-interacting protein PIPC),PIPC At5g58720 MZN1.16
Bo3g018520,Peptidyl-prolyl cis-trans isomerase CYP20-1 (PPIase CYP20-1) (EC 5.2.1.8) (Cyclophilin of 20 kDa 1) (Rotamase CYP20-1) (Rotamase cyclophilin-7),CYP20-1 ROC7 At5g58710 MZN1.15
Bo3g018780,Probable serine/threonine-protein kinase WNK4 (AtWNK4) (EC 2.7.11.1) (Protein kinase with no lysine 4),WNK4 At5g58350 MCK7.22
Bo3g018870,Histone-binding protein MSI1 (CAF-1 p48 homolog) (Chromatin assembly factor 1 subunit MSI1) (CAF-1 subunit MSI1) (Protein MULTICOPY SUPPRESSOR OF IRA 1) (AtMSI1) (Protein medicis) (WD-40 repeat-containing protein MSI1),MSI1 At5g58230 MCK7.10
Bo3g018910,Phototropin-2 (EC 2.7.11.1) (Defective in chloroplast avoidance protein 1) (Non-phototropic hypocotyl 1-like protein 1) (AtKin7) (NPH1-like protein 1),PHOT2 CAV1 KIN7 NPL1 At5g58140 K21L19.6
Bo3g018920,,
Bo3g019100,Very-long-chain aldehyde decarbonylase CER3 (EC 4.1.99.5) (Protein ECERIFERUM 3) (Protein FACELESS POLLEN 1) (Protein WAX2) (Protein YORE-YORE),CER3 FLP1 WAX2 YRE At5g57800 MTI20.3
Bo3g019370,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5),COQ5 At5g57300 MJB24.11
Bo3g019480,U-box domain-containing protein 34 (Plant U-box protein 34) [Includes: E3 ubiquitin ligase (EC 2.3.2.27) (RING-type E3 ubiquitin transferase); Serine/threonine-protein kinase (EC 2.7.11.-)],PUB34 At2g19410 F27F23.21
Bo3g019500,Lycopene epsilon cyclase chloroplastic (EC 5.5.1.18) (Protein LUTEIN DEFICIENT 2),LUT2 At5g57030 MHM17.16
Bo3g019540,,
Bo3g020940,Probable FBD-associated F-box protein At1g32375,At1g32375 F5D14.14
Bo3g020990,Nitrilase 2 (EC 3.5.5.1),NIT2 At3g44300 T10D17_90
Bo3g021430,,
Bo3g021490,Protein SRC2 (Protein SOYBEAN GENE REGULATED BY COLD 2),SRC2 Glyma15g16360
Bo3g021600,Xylose isomerase (EC 5.3.1.5),XYLA At5g57655 MUA2.25
Bo3g021690,,
Bo3g021710,Stigma-specific STIG1-like protein 2,At5g55110 MCO15.6
Bo3g021780,GDSL esterase/lipase At5g55050 (EC 3.1.1.-) (Extracellular lipase At5g55050),At5g55050 K13P22.5
Bo3g021860,Glucose-6-phosphate/phosphate translocator 1 chloroplastic,GPT1 At5g54800 MBG8.6
Bo3g021900,Small RNA degrading nuclease 2 (EC 3.1.-.-),SDN2 At5g05540 MOP10.8
Bo3g021990,Ankyrin repeat-containing protein BDA1 (Protein BIAN DA 1),BAD1 At5g54610 MRB17.11
Bo3g022010,Ankyrin repeat-containing protein BDA1 (Protein BIAN DA 1),BAD1 At5g54610 MRB17.11
Bo3g022180,Nuclear pore complex protein NUP88 (Nucleoporin 88) (Protein EMBRYO DEFECTIVE 2789) (Protein MODIFIER OF SNC17),NUP88 EMB2789 MOS7 At5g05680 MJJ3.8
Bo3g022280,,
Bo3g022880,Bidirectional sugar transporter SWEET3 (AtSWEET3) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 3),SWEET3 At5g53190 MFH8.13
Bo3g023040,Calcium-transporting ATPase 9 plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 9),ACA9 At3g21180 MXL8.3
Bo3g023490,Ethylene-responsive transcription factor ERF025,ERF025 At5g52020 MSG15.10
Bo3g023680,Monocopper oxidase-like protein SKS2,SKS2 At5g51480 K17N15.3
Bo3g023900,Chaperone protein ClpD chloroplastic (EC 3.6.1.3) (ATP-dependent Clp protease ATP-binding subunit ClpD homolog) (Casein lytic proteinase D) (ERD1 protein) (Protein EARLY RESPONSIVE TO DEHYDRATION 1) (Protein SENESCENCE ASSOCIATED GENE 15),CLPD ERD1 SAG15 At5g51070 K3K7.27
Bo3g024250,MADS-box protein FLOWERING LOCUS C (MADS-box protein FLOWERING LOCUS F),FLC FLF At5g10140 T31P16.130
Bo3g024400,Malonyl CoA-acyl carrier protein transacylase (MCT) (EC 2.3.1.39),fabD ylpE BSU15900
Bo3g024590,Endochitinase At2g43590 (EC 3.2.1.14),At2g43590 F18O19.30
Bo3g024680,Protein NETWORKED 4B,NET4B At2g30500 T6B20.15
Bo3g024700,Root phototropism protein 2 (BTB/POZ domain-containing protein RPT2),RPT2 At2g30520/At2g30510 T6B20.13/T6B20.14
Bo3g024790,GTPase-activating protein gyp1 (GAP for ypt1),gyp1 SPBC530.01
Bo3g024820,Indoleacetaldoxime dehydratase (EC 4.99.1.6) (Cytochrome P450 71A13),CYP71A13 At2g30770 T11J7.16
Bo3g024850,Glutathione S-transferase F10 (AtGSTF10) (EC 2.5.1.18) (AtGSTF4) (GST class-phi member 10) (Protein EARLY RESPONSE TO DEHYDRATION 13),GSTF10 ERD13 GSTF4 At2g30870 F7F1.8
Bo3g024860,,
Bo3g025290,,
Bo3g025320,Probable glutathione peroxidase 2 (EC 1.11.1.9),GPX2 At2g31570 T9H9.9
Bo3g026450,Acetolactate synthase small subunit 2 chloroplastic (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS),At2g31810 F20M17.15
Bo3g026570,40S ribosomal protein S12-2,RPS12C At2g32060 F22D22.19
Bo3g026830,Purple acid phosphatase 13 (EC 3.1.3.2),PAP13 AT2 At2g32770 F24L7.9
Bo3g027010,Zinc finger CCCH domain-containing protein 26 (AtC3H26) (Zinc finger CCCH domain-containing protein ZFN2),ZFN2 At2g32930 T21L14.13
Bo3g027020,Protein disulfide-isomerase 2-3 (AtPDIL2-3) (EC 5.3.4.1) (Protein disulfide-isomerase 5-2) (AtPDIL5-2) (Protein disulfide-isomerase 9) (PDI9),PDIL2-3 PDI9 PDIL5-2 At2g32920 T21L14.14
Bo3g027040,Centromere/kinetochore protein zw10 homolog (AtZW10) (MAG2-interacting protein 1),ZW10 MIP1 At2g32900 T21L14.16
Bo3g027180,,
Bo3g027470,Dormancy-associated protein homolog 1 (Auxin-repressed protein 1) (AtARP1) (DRM1 homolog 1) (Dormancy-associated protein 2) (AtDRM2),DRMH1 ARP1 DRM2 At2g33830 T1B8.13
Bo3g027540,Glutathione S-transferase U19 (AtGSTU19) (EC 2.5.1.18) (GST class-tau member 19) (Glutathione S-transferase 8),GSTU19 GST8 At1g78380 F3F9.11
Bo3g027560,,
Bo3g027630,Putative transcription elongation factor SPT5 homolog 2,At2g34210 F13P17.5
Bo3g028010,Dihydroceramide fatty acyl 2-hydroxylase FAH1 (EC 1.14.18.7) (Fatty acid 2-hydroxylase 1) (AtFAH1),FAH1 At2g34770 T29F13.2
Bo3g028240,,
Bo3g028310,Protein BASIC PENTACYSTEINE7 (AtBPC7) (GAGA-binding transcriptional activator BBR/BPC7),BPC7 BBR/BPC7 At2g35550 T32F12.7
Bo3g028420,Glucomannan 4-beta-mannosyltransferase 7 (EC 2.4.1.32) (Cellulose synthase-like protein A7) (AtCslA7) (Glucomannan synthase) (Mannan synthase 7),CSLA7 At2g35650 T20F21.16
Bo3g028440,O-acyltransferase WSD1 (Diacylglycerol O-acyltransferase) (DGAT) (EC 2.3.1.20) (Long-chain-alcohol O-fatty-acyltransferase) (EC 2.3.1.75) (Wax synthase) (WS),WSD1 At5g37300 MNJ8.9
Bo3g028490,Putative peroxisomal acyl-coenzyme A oxidase 1.2 (EC 1.3.3.6),ACX1.2 At2g35690 T20F21.12
Bo3g028510,IQ domain-containing protein IQM2 (IQ motif-containing protein 2),IQM2 At3g13600 K20M4.4
Bo3g028580,Probable sucrose-phosphatase 2 (AtSPP2) (EC 3.1.3.24),SPP2 SPP1 At2g35840 F11F19.25
Bo3g028610,Protein WVD2-like 4,WDL4 At2g35880
Bo3g029830,BEL1-like homeodomain protein 1 (BEL1-like protein 1) (Protein EMBRYO SAC DEVELOPMENT ARREST 29),BLH1 EDA29 At2g35940 F11F19.15
Bo3g029850,,
Bo3g030010,,
Bo3g030090,Growth-regulating factor 3 (AtGRF3) (Transcription activator GRF3),GRF3 At2g36400 F1O11.3
Bo3g030240,F-box protein PP2-A15 (Protein PHLOEM PROTEIN 2-LIKE A15) (AtPP2-A15),PP2A15 At3g53000 F8J2.170
Bo3g030250,60S ribosomal protein L24-2 (Protein SHORT VALVE 1),RPL24B STV1 At3g53020 F8J2_190
Bo3g031310,Aquaporin TIP1-1 (Aquaporin TIP) (Gamma-tonoplast intrinsic protein) (Gamma-TIP) (Tonoplast intrinsic protein 1-1) (AtTIP1;1) (Tonoplast intrinsic protein root-specific RB7),TIP1-1 AQP.1 At2g36830 T1J8.1
Bo3g031490,Nuclear transcription factor Y subunit B-8 (AtNF-YB-8),NFYB8 At2g37060 T2N18.18
Bo3g031500,Interactor of constitutive active ROPs 2 chloroplastic (ROP-interactive partner 2),ICR2 RIP2 At2g37080 T2N18.16
Bo3g031540,Aquaporin PIP2-2 (Plasma membrane intrinsic protein 2-2) (AtPIP2;2) (Plasma membrane intrinsic protein 2b) (PIP2b) (TMP2b),PIP2-2 PIP2B At2g37170 T2N18.7
Bo3g031560,60S ribosomal protein L12-1,RPL12A At2g37190 T2N18.5
Bo3g031650,WRKY transcription factor 44 (Protein TRANSPARENT TESTA GLABRA 2) (WRKY DNA-binding protein 44),WRKY44 TTG2 At2g37260 F3G5.5
Bo3g031930,L-type lectin-domain containing receptor kinase IV.1 (Arabidopsis thaliana lectin-receptor kinase e) (AthlecRK-e) (LecRK-IV.1) (EC 2.7.11.1) (Lectin Receptor Kinase 1),LECRK41 LECRKE LRK1 At2g37710 F13M22.21
Bo3g031970,,
Bo3g031980,Elongation factor 1-beta 1 (EF-1-beta 1) (Elongation factor 1-beta' 1) (EF-1-beta' 1) (Elongation factor 1B-alpha 1) (eEF-1B alpha 1),At5g12110 MXC9.7
Bo3g032020,Protein RETICULATA chloroplastic (Protein LOWER CELL DENSITY 1),RE LCD1 At2g37860
Bo3g032170,,
Bo3g032440,Peroxidase 22 (Atperox P22) (EC 1.11.1.7) (ATPEa) (Basic peroxidase E),PER22 P22 PRXEA At2g38380 T19C21.13
Bo3g032830,Probable histone H2A variant 2 (H2A.F/Z 2) (HTA8),At2g38810 F13I13.4
Bo3g032900,Protease inhibitor HPI (HbPI1) (Protease inhibitor 1),PI1
Bo3g034260,Jacalin-related lectin 22 (Myrosinase-binding protein-like At2g39310),JAL22 At2g39310 T16B24.5
Bo3g034540,Proline transporter 1 (AtPROT1),PROT1 At2g39890 T28M21.5
Bo3g034590,BAHD acyltransferase DCR (EC 2.3.1.-) (Protein DEFECTIVE IN CUTICULAR RIDGES) (Protein PERMEABLE LEAVES 3),DCR PEL3 At5g23940 MRO11.2
Bo3g034610,Nematode resistance protein-like HSPRO2 (AKINbetagamma-interacting protein 2) (Ortholog of sugar beet HS1 PRO-1 protein 2) (Protein Hs1pro-2),HSPRO2 At2g40000 T28M21.16
Bo3g034880,Eukaryotic translation initiation factor 2 subunit alpha homolog,At2g40290
Bo3g035030,Precursor of CEP15 (PCEP15) [Cleaved into: C-terminally encoded peptide 15 (CEP15)],CEP15 At2g40530 T2P4.12
Bo3g035270,,
Bo3g035290,,
Bo3g035400,Calmodulin-2 (CaM-2),CAM2 ATCAL5 CAL1 At2g41110 T3K9.12
Bo3g035430,Sigma factor binding protein 2 chloroplastic (Sigma factor binding protein II) (VQ motif-containing protein 16) (AtVQ16),SIB2 VQ16 At2g41180 T3K9.5
Bo3g035620,,
Bo3g035650,DNA-(apurinic or apyrimidinic site) lyase chloroplastic (EC 4.2.99.18) (Apurinic endonuclease-redox protein),ARP REF At2g41460 T26J13.5
Bo3g035960,RNA-binding protein with multiple splicing 2,RBPMS2
Bo3g036230,Mitogen-activated protein kinase 20 (AtMPK20) (MAP kinase 20) (EC 2.7.11.24),MPK20 At2g42880 F7D19.12
Bo3g036530,Calmodulin-like protein 5 (Protein MULTICOPY SUPPRESSORS OF SNF4 DEFICIENCY IN YEAST 3),CML5 MSS3 At2g43290 F14B2.33 T1O24.3
Bo3g036620,Protein NLP8 (AtNLP8) (NIN-like protein 8) (Nodule inception protein-like protein 8),NLP8 At2g43500 T1O24.24
Bo3g036660,Basic endochitinase CHB4 (EC 3.2.1.14),
Bo3g036790,Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1),RTM1 JAL1 At1g05760 T20M3.2
Bo3g036850,Mitogen-activated protein kinase 6 (AtMPK6) (MAP kinase 6) (EC 2.7.11.24),MPK6 At2g43790 F18O19.10
Bo3g036890,UDP-glycosyltransferase 74F2 (EC 2.4.1.-) (AtSGT1) (Salicylic acid glucosyltransferase 1),UGT74F2 GT SAGT1 SGT1 At2g43820 F18O19.7
Bo3g037120,60S ribosomal protein L7-3,RPL7C At2g44120 F6E13.25
Bo3g037430,,
Bo3g037580,Vesicle-associated protein 1-2 (Plant VAP homolog 12) (AtPVA12) (VAMP-associated protein 1-2) [Cleaved into: Vesicle-associated protein 1-2 N-terminally processed],PVA12 VAP12 At2g45140 T14P1.5
Bo3g038880,MADS-box protein SOC1 (Agamous-like MADS-box protein AGL20) (Protein SUPPRESSOR OF CONSTANS OVEREXPRESSION 1),SOC1 AGL20 At2g45660 F17K2.19
Bo3g039020,,
Bo3g039190,Methionine aminopeptidase 2B (MAP 2B) (MetAP 2B) (EC 3.4.11.18) (Peptidase M),MAP2B At3g59990 F24G16.26
Bo3g039420,B3 domain-containing transcription factor NGA1 (Protein NGATHA 1),NGA1 At2g46870 F19D11.25
Bo3g039430,Uncharacterized protein At4g04775,At4g04775 T4B21.8
Bo3g039500,Probable prolyl 4-hydroxylase 7 (AtP4H7) (EC 1.14.11.2),P4H7 At3g28480 MFJ20.17
