Gene,Description,BLAST_hit
Bo9g014790,Probable mediator of RNA polymerase II transcription subunit 37c (Heat shock 70 kDa protein 2) (Heat shock cognate 70 kDa protein 2) (Heat shock cognate protein 70-2) (AtHsc70-2) (Heat shock protein 70-2) (AtHsp70-2),MED37D HSC70-2 HSC70-G8 HSP70-2 MED37_3 At5g02490 T22P11.80
Bo9g017560,Probable pectate lyase 22 (EC 4.2.2.2),At5g63180 MDC12_15
Bo9g017700,CBS domain-containing protein CBSCBSPB1,CBSCBSPB1 At5g63490 MLE2.12
Bo9g018030,Dicarboxylate transporter 2.1 chloroplastic (AtpDCT1) (Glutamate/malate translocator),DIT2-1 DIT2 At5g64290 MSJ1.13
Bo9g020250,Subtilisin-like protease SBT1.7 (EC 3.4.21.-) (Cucumisin-like serine protease) (Subtilase subfamily 1 member 7) (AtSBT1.7) (Subtilisin-like serine protease 1) (At-SLP1),SBT1.7 ARA12 ASP48 SLP1 At5g67360 K8K14.8
Bo9g020330,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (Liver regeneration-related protein LRRG08/LRRG09) (tRNA-dihydrouridine synthase 1-like),Dus1l Pp3111
Bo9g020520,Protein SHI RELATED SEQUENCE 7,SRS7 At1g19790 F6F9.16
Bo9g021660,Pentatricopeptide repeat-containing protein At5g48910,PCMP-H38 At5g48910 K19E20.2
Bo9g026100,Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (AtCoaD) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase),COAD PPAT At2g18250 T30D6.24
Bo9g027640,THO complex subunit 6 (AtTHO6) (Protein DWD HYPERSENSITIVE TO ABA 1) (WD repeat-containing protein DWA1),THO6 DWA1 THOC6 At2g19430 F27F23.25
Bo9g028560,Acid beta-fructofuranosidase 3 vacuolar (At beta fruct3) (AtBETAFRUCT3) (EC 3.2.1.26) (Acid invertase 3) (AI 3) (Acid sucrose hydrolase 3) (Vacuolar invertase 3) (Inv-V3) (VAC-INV 3) (VI 3),BFRUCT3 BETAFRUCT3 At1g62660 F23N19.3 T3P18.21
Bo9g029010,Casein kinase II subunit alpha-2 (CK II) (EC 2.7.11.1) (Casein kinase alpha 2) (AtCKA2),CKA2 At3g50000 F3A4.80
Bo9g030690,Probable WRKY transcription factor 19 (WRKY DNA-binding protein 19),WRKY19 At4g12020 F16J13.90
Bo9g032200,Short-chain dehydrogenase TIC 32 chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32),TIC32 At4g23430 F16G20.130
Bo9g035190,Beta-carotene isomerase D27 chloroplastic (EC 5.2.1.14) (Protein DWARF-27 homolog) (AtD27),D27 At1g03055 F10O3
Bo9g044040,Dynamin-related protein 4C,DRP4C At1g60500 F8A5.5
Bo9g048820,Probable disease resistance protein RF9,RF9 RXW15 At1g58848 R18I.1 T4M14.3
Bo9g053180,Alkane hydroxylase MAH1 (EC 1.14.-.-) (Cytochrome P450 96A15) (Protein MID-CHAIN ALKANE HYDROXYLASE 1),CYP96A15 MAH1 At1g57750 T8L23.21
Bo9g053290,Alkane hydroxylase MAH1 (EC 1.14.-.-) (Cytochrome P450 96A15) (Protein MID-CHAIN ALKANE HYDROXYLASE 1),CYP96A15 MAH1 At1g57750 T8L23.21
Bo9g053340,Alkane hydroxylase MAH1 (EC 1.14.-.-) (Cytochrome P450 96A15) (Protein MID-CHAIN ALKANE HYDROXYLASE 1),CYP96A15 MAH1 At1g57750 T8L23.21
Bo9g054420,Aspartic proteinase oryzasin-1 (EC 3.4.23.-),Os05g0567100 LOC_Os05g49200 OJ1781_H11.11
Bo9g055650,Very-long-chain aldehyde decarbonylase CER1 (EC 4.1.99.5) (Protein ECERIFERUM 1),CER1 At1g02205 T7I23.10
Bo9g055660,Protein NEN2 (NAC45/NAC86-dependent exonuclease-domain protein 2) (EC 3.1.11.-),NEN2 At5g61390 MFB13.17
Bo9g055940,Tropinone reductase homolog At1g07440 (EC 1.1.1.-),At1g07440 F22G5.16 F22G5.20 F22G5.39
Bo9g058330,GDSL esterase/lipase At5g03610 (EC 3.1.1.-) (Extracellular lipase At5g03610),At5g03610 F17C15.30
Bo9g059040,Malate dehydrogenase 1 cytoplasmic (EC 1.1.1.37) (Cytosolic NAD-dependent malate dehydrogenase 1) (cNAD-MDH1) (Cytosolic malate dehydrogenase 1) (Cytosolic MDH1),MDH1 At1g04410 F19P19.13
Bo9g059410,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit homolog) (eIF-3 39 kDa subunit homolog),tif34 ACLA_036630
Bo9g059770,Zinc finger CCCH domain-containing protein 61 (AtC3H61) (Tandem CCCH Zinc Finger protein 5) (AtTZF5),TZF5 At5g44260 K9L2.1
Bo9g059950,Probable NAD(P)H dehydrogenase (quinone) FQR1-like 1 (EC 1.6.5.2),At4g27270
Bo9g061070,BOI-related E3 ubiquitin-protein ligase 1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRG1),BRG1 At5g45100 K17O22.9
Bo9g064090,La-related protein 6A (AtLARP6a),LARP6A At5g46250 MPL12.3
Bo9g069770,Sec-independent protein translocase protein TATC chloroplastic (Protein ALBINO AND PALE GREEN 2) (Protein TWIN-ARGININE TRANSLOCATION C) (Protein UNFERTILIZED EMBRYO SAC 3),TATC APG2 UNE3 At2g01110 F23H14.8
Bo9g071570,Protein indeterminate-domain 4 chloroplastic,IDD4 At2g02080 F5O4.15
Bo9g072930,NifU-like protein 4 mitochondrial (AtNfu-III) (AtNfu4),NIFU4 NFU2 NFU4 At3g20970 MFD22.10
Bo9g072940,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo9g077840,Calcium-dependent protein kinase 22 (EC 2.7.11.1),CPK22 At4g04710 T4B21.12
Bo9g084330,Cryptochrome-1 (AtCry) (Atcry1) (Blue light photoreceptor) (Protein BLUE LIGHT UNINHIBITED 1) (Protein ELONGATED HYPOCOTYL 4) (Protein OUT OF PHASE 2) (OOP2),CRY1 BLU1 HY4 At4g08920 T3H13.14 T3H13.5
Bo9g084440,F-box protein FBW2 (SKP1-interacting partner 18),FBW2 SKIP18 At4g08980 T3H13.1
Bo9g086920,Transcription factor TT8 (Basic helix-loop-helix protein 42) (AtbHLH42) (bHLH 42) (Protein TRANSPARENT TESTA 8) (Transcription factor EN 32) (bHLH transcription factor bHLH042),TT8 BHLH42 EN32 At4g09820 F17A8.170
Bo9g088250,Cysteine protease XCP2 (EC 3.4.22.-) (Xylem cysteine peptidase 2) (AtXCP2),XCP2 At1g20850 F2D10.37 F9H16.17
Bo9g088550,Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37),CID12 RBP37 At4g10610 F3H7.12 T4F9.70
Bo9g091120,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.4 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-1.4),LRK10L-1.4 At1g66880 F4N21.1 T4O24.5
Bo9g091170,Dirigent protein 12 (AtDIR12),DIR12 DP1 At4g11180 F2P3.6
Bo9g092570,Putative cysteine-rich receptor-like protein kinase 32 (Cysteine-rich RLK32) (EC 2.7.11.-),CRK32 At4g11480 F25E4.100
Bo9g092620,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase chloroplastic (AtPyrP2) (EC 3.1.3.104) (5-amino-6-ribitylamino-24(1H3H)-pyrimidinedione 5'-phosphate phosphatase) (ARPP phosphatase) (Haloacid dehalogenase-like hydrolase domain-containing protein),PYRP2 At4g11570 F25E4.190
Bo9g098690,Succinate dehydrogenase assembly factor 2 mitochondrial (SDH assembly factor 2),SDHAF2 At5g51040
Bo9g106070,NAC domain-containing protein 89 (ANAC089) (Protein FRUCTOSE-SENSING QUANTITATIVE TRAIT LOCUS 6),NAC089 FAN FSQ6 At5g22290 MWD9.7 T6G21.9
Bo9g107080,SUMO-activating enzyme subunit 1A (SUMO-activating enzyme subunit 1-1) (Ubiquitin-like 1-activating enzyme E1A),SAE1A SAE1-1 At4g24940 F13M23.80
Bo9g111260,Probable plastid-lipid-associated protein 14 chloroplastic (AtPap14) (Fibrillin-11) (OBP3-responsive protein 1),PAP14 FBN11 FIB11 ORG1 At5g53450
Bo9g111420,Metal-nicotianamine transporter YSL3 (Protein YELLOW STRIPE LIKE 3) (AtYSL3),YSL3 At5g53550 MNC6.9
Bo9g113890,Cytochrome P450 71B14 (EC 1.14.-.-),CYP71B14 At5g25180 F21J6.102
Bo9g117430,NAD(P)H dehydrogenase (quinone) FQR1 (EC 1.6.5.2) (Flavodoxin-like quinone reductase 1),FQR1 At5g54500 F24B18.12
Bo9g117650,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo9g120600,Sodium/hydrogen exchanger 4 (Na(+)/H(+) exchanger 4) (NHE-4),NHX4 At5g55470 MTE17.18
Bo9g126090,Arabinogalactan protein 14 (AtAGP14) (Arabinogalactan peptide 14) (AG-peptide 14),AGP14 At5g56540 MKN22.5
Bo9g127380,Receptor-like serine/threonine-protein kinase ALE2 (EC 2.7.11.1) (Protein ABNORMAL LEAF SHAPE 2),ALE2 At2g20300 F11A3.15
Bo9g130730,Homeobox-leucine zipper protein REVOLUTA (HD-ZIP protein REV) (Homeodomain transcription factor REV) (Protein AMPHIVASAL VASCULAR BUNDLE 1) (Protein INTERFASCICULAR FIBERLESS 1),REV AVB1 IFL1 At5g60690 MUP24.16
Bo9g130930,Phosphatidylserine decarboxylase proenzyme 2 (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase 2 beta chain; Phosphatidylserine decarboxylase 2 alpha chain],PSD2 At5g57190 MUL3.14
Bo9g133510,Transcription factor IBH1-like 1 (AtIBL1) (BHLH transcription factor eta) (bHLH eta) (Basic helix-loop-helix protein 159) (AtbHLH159) (bHLH 159) (bHLH transcription factor bHLH159),IBL1 BHLH159 At4g30410 F17I23.250
Bo9g133560,Myosin-binding protein 7,MYOB7 At5g06560 F15M7.9
Bo9g134970,Protein NETWORKED 4A,NET4A At5g58320 MCK7.19
Bo9g135070,40S ribosomal protein S4-2,RPS4B At5g07090 MOJ9.26 T28J14_30
Bo9g135600,Dehydrodolichyl diphosphate synthase 2 (Dedol-PP synthase 2) (EC 2.5.1.-),At5g58770 MZN1.21
Bo9g140650,Probable LRR receptor-like serine/threonine-protein kinase PAM74 (EC 2.7.11.1) (Protein PHOTOSYNTHESIS AFFECTED MUTANT 74),PAM74 At5g59650 MTH12.9
Bo9g142300,Cleavage stimulation factor subunit 77 (AtCstF-77) (AtCstF77) (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (Protein SUPPRESSORS OF OVEREXPRESSED FCA 2) (SOF2),CSTF77 At1g17760 F11A6.10
Bo9g144770,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin) chloroplastic (EC 1.17.7.1) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase) (Protein CHLOROPLAST BIOGENESIS 4) (Protein CONSTITUTIVE SUBTILISIN 3),ISPG CLB4 CSB3 HDS At5g60600 MUP24.2
Bo9g149870,Copper-transporting ATPase PAA2 chloroplastic (EC 7.2.2.9) (Protein HEAVY METAL ATPASE 8),PAA2 HMA8 At5g21930 F13M11 T6G21
Bo9g150190,Beta-glucosidase BoGH3B (EC 3.2.1.21) (Glycosyl hydrolase family protein 3B) (BoGH3B),BACOVA_02659
Bo9g151450,DNA repair protein RAD51 homolog 1 (Rad51-like protein 1) (AtRAD51),RAD51 At5g20850 F22D1.20
Bo9g153890,Caffeoylshikimate esterase (EC 3.1.1.-) (Lysophospholipase 2) (LysoPL2),CSE At1g52760 F14G24.3
Bo9g153990,Stem-specific protein TSJT1,TSJT1
Bo9g154850,Alpha-barbatene synthase (AtBS) (EC 4.2.3.69) (Beta-chamigrene synthase) (EC 4.2.3.78) (Terpeneoid synthase 11) (AtTPS11) (Thujopsene synthase) (EC 4.2.3.79),BS TPS11 At5g44630 K15C23.7
Bo9g159630,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 1 (EC 2.1.1.14) (Cobalamin-independent methionine synthase 1) (AtMS1) (Vitamin-B12-independent methionine synthase 1),MS1 CIMS At5g17920 MPI7.9
Bo9g159840,Oligopeptide transporter 1 (AtOPT1),OPT1 At5g55930 MYN21.4
Bo9g160140,Maltose excess protein 1 chloroplastic (Root cap protein 1),MEX1 RCP1 At5g17520 K3M16.90
Bo9g161890,RNA-binding protein CP29B chloroplastic (Ribonucleoprotein At2g37220),CP29B At2g37220 F3G5.1
Bo9g163330,Ribosome biogenesis protein WDR12 homolog (Pescadillo-interacting protein 2) (AtPEIP2),WDR12 PEIP2 At5g15550 T20K14_160
Bo9g163630,Stress-induced protein KIN2 (Cold-induced protein COR6.6),KIN2 COR6.6 At5g15970 F1N13_110
Bo9g165550,Gibberellin-regulated protein 14 (GAST1 protein homolog 14),GASA14 At5g14920 F2G14.40
Bo9g166070,Protoporphyrinogen oxidase 2 chloroplastic/mitochondrial (PPO2) (EC 1.3.3.4) (Protein MATERNAL EFFECT EMBRYO ARREST 61),PPOX2 HEMG2 MEE61 PPO2 At5g14220 F18O22.10 MUA22.22
Bo9g166360,Probable xyloglucan endotransglucosylase/hydrolase protein 5 (At-XTH5) (XTH-5) (EC 2.4.1.207),XTH5 EXGT-A4 XTR12 At5g13870 MAC12.33
Bo9g167830,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo9g168960,Putative cyclin-A3-1 (G2/mitotic-specific cyclin-A3-1) (CycA3;1),CYCA3-1 At5g43080 MMG4.10
Bo9g171490,Ethylene-responsive transcription factor SHINE 2,SHN2 ERF004 At5g11190 F2I11.80
Bo9g171810,Probable protein phosphatase 2C 69 (AtPP2C69) (EC 3.1.3.16),At5g10740 MAJ23.3 T30N20.10
Bo9g172170,Protein DETOXIFICATION 28 (AtDTX28) (Multidrug and toxic compound extrusion protein 28) (MATE protein 28),DTX28 At5g44050 MRH10.16
Bo9g172320,BTB/POZ domain-containing protein DOT3 (Protein DEFECTIVELY ORGANIZED TRIBUTARIES 3),DOT3 At5g10250 F18D22.20
Bo9g173370,MADS-box protein FLOWERING LOCUS C (MADS-box protein FLOWERING LOCUS F),FLC FLF At5g10140 T31P16.130
Bo9g173910,Serine carboxypeptidase-like 19 (Protein SINAPOYLGLUCOSE ACCUMULATOR 2) (Sinapoylglucose--choline O-sinapoyltransferase) (SCT) (EC 2.3.1.91) [Cleaved into: Serine carboxypeptidase-like 19 chain A; Serine carboxypeptidase-like 19 chain B],SCPL19 SCT SNG2 At5g09640 F17I14.170
Bo9g174380,Transcription factor SRM1 (Myb-related protein SRM1) (Protein SALT-RELATED MYB 1),SRM1 At5g08520
Bo9g174920,Protein Asterix,At5g07960 F13G24.160 MXM12.20
Bo9g175460,Pectinesterase PPME1 (AtPPME1) (PE PPME1) (EC 3.1.1.11) (Pectin methylesterase 9) (AtPME9) (Pectin methylesterase PPME1) (Protein POLLEN SPECIFIC PME 1),PPME1 ARATH9 At1g69940 T17F3.3
Bo9g175680,Transcription factor MYB29 (Myb-related protein 29) (AtMYB29) (Protein HIGH ALIPHATIC GLUCOSINOLATE 3) (Protein PRODUCTION OF METHIONINE-DERIVED GLUCOSINOLATE 2),MYB29 HAG3 PMG2 At5g07690 MBK20.15
Bo9g176530,40S ribosomal protein S14-2,RPS14B At3g11510 F24K9.19
Bo9g178970,ACT domain-containing protein ACR12 (Protein ACT DOMAIN REPEATS 12),ACR12 At5g04740 MUK11.6 T1E3.100
Bo9g180070,Salicylate/benzoate carboxyl methyltransferase (Benzoate O-methyltransferase) (EC 2.1.1.273) (S-adenosyl-L-methionine:benzoic acid carboxyl methyltransferase) (S-adenosyl-L-methionine:salicylate acid carboxyl methyltransferase) (SABATH methyltransferase) (Salicylate carboxymethyltransferase) (EC 2.1.1.274),BSMT1 At3g11480 F24K9.15
Bo9g180100,Salicylate/benzoate carboxyl methyltransferase (Benzoate O-methyltransferase) (EC 2.1.1.273) (S-adenosyl-L-methionine:benzoic acid carboxyl methyltransferase) (S-adenosyl-L-methionine:salicylate acid carboxyl methyltransferase) (SABATH methyltransferase) (Salicylate carboxymethyltransferase) (EC 2.1.1.274),BSMT1 At3g11480 F24K9.15
Bo9g180110,Salicylate/benzoate carboxyl methyltransferase (Benzoate O-methyltransferase) (EC 2.1.1.273) (S-adenosyl-L-methionine:benzoic acid carboxyl methyltransferase) (S-adenosyl-L-methionine:salicylate acid carboxyl methyltransferase) (SABATH methyltransferase) (Salicylate carboxymethyltransferase) (EC 2.1.1.274),BSMT1 At3g11480 F24K9.15
Bo9g181130,Pullulanase 1 chloroplastic (AtPU1) (EC 3.2.1.142) (Protein LIMIT DEXTRINASE) (AtLDA),PU1 LDA At5g04360 T19N18.90
Bo9g181240,Zinc finger CCCH domain-containing protein 25 (AtC3H25),At2g29580 F16P2.4
Bo9g181660,40S ribosomal protein S28-1,RPS28A At3g10090 T22K18.8; RPS28B At5g03850 F8F6_60 MED24.15
Bo9g181790,Putative phytosulfokines 6 (AtPSK3_2) (AtPSK6) [Cleaved into: Phytosulfokine-alpha-like (PSK-alpha-like) (Phytosulfokine-a-like); Phytosulfokine-beta (PSK-beta) (Phytosulfokine-b)],PSK6 PSK3 At3g44735 T32N15.2
Bo9g183520,Short-chain dehydrogenase TIC 32 chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (PsTIC32),TIC32 HP32 IEP32
